,lamda,beta,p,acc_coI,nmi_coI
42,1.0,0.1,6,0.8309859154929577,0.8281469948553891
43,1.0,0.5,6,0.8215962441314554,0.83044018678273
44,1.0,1.0,6,0.8309859154929577,0.8263008223506807
45,1.0,5.0,6,0.892018779342723,0.8768901457167946
46,1.0,10.0,6,0.8450704225352113,0.8747519714145896
47,1.0,50.0,6,0.7652582159624414,0.822413264157553
48,1.0,0.1,9,0.863849765258216,0.8467196745969726
49,1.0,0.5,9,0.7464788732394366,0.8021724425330464
50,1.0,1.0,9,0.7981220657276995,0.8422827372705028
51,1.0,5.0,9,0.7136150234741784,0.7697134297904531
52,1.0,10.0,9,0.7934272300469484,0.8265208917883327
53,1.0,50.0,9,0.892018779342723,0.8644140721684178
54,5.0,0.1,3,0.8356807511737089,0.8157132287335006
55,5.0,0.5,3,0.755868544600939,0.778187884300963
56,5.0,1.0,3,0.7464788732394366,0.7597708635660021
57,5.0,5.0,3,0.8873239436619719,0.8605021743710191
58,5.0,10.0,3,0.7793427230046949,0.851249570958654
59,5.0,50.0,3,0.8075117370892019,0.8536007092709061
60,5.0,0.1,6,0.7323943661971831,0.8111252737576312
61,5.0,0.5,6,0.7793427230046949,0.7996500672912046
62,5.0,1.0,6,0.6572769953051644,0.7636729754981674
63,5.0,5.0,6,0.7793427230046949,0.8322487975632676
64,5.0,10.0,6,0.8028169014084507,0.8563821139846653
65,5.0,50.0,6,0.7793427230046949,0.8240790762080529
66,5.0,0.1,9,0.7981220657276995,0.8081523658347882
67,5.0,0.5,9,0.8779342723004695,0.8593332909856077
68,5.0,1.0,9,0.8075117370892019,0.8250772117458859
69,5.0,5.0,9,0.7511737089201878,0.7786959021877753
70,5.0,10.0,9,0.7981220657276995,0.8315531748917747
71,5.0,50.0,9,0.7887323943661971,0.8241005699330776
72,10.0,0.1,3,0.7511737089201878,0.7979535015730621
73,10.0,0.5,3,0.7417840375586855,0.8303600159844293
74,10.0,1.0,3,0.6291079812206573,0.7793447233209949
75,10.0,5.0,3,0.7793427230046949,0.7905226959087217
76,10.0,10.0,3,0.7652582159624414,0.8131997459535991
77,10.0,50.0,3,0.7699530516431925,0.7789413710719277
78,10.0,0.1,6,0.7230046948356808,0.7338420509327525
79,10.0,0.5,6,0.7605633802816901,0.800576327223467
80,10.0,1.0,6,0.7793427230046949,0.7958087317849118
81,10.0,5.0,6,0.7699530516431925,0.7619052107918748
82,10.0,10.0,6,0.7183098591549296,0.7611815257502227
83,10.0,50.0,6,0.7183098591549296,0.7811607235978014
84,10.0,0.1,9,0.8544600938967136,0.8183110438771699
85,10.0,0.5,9,0.7793427230046949,0.813406111285653
86,10.0,1.0,9,0.7887323943661971,0.8011993119721752
87,10.0,5.0,9,0.7464788732394366,0.8103364469681669
88,10.0,10.0,9,0.784037558685446,0.7874091210520683
89,10.0,50.0,9,0.7793427230046949,0.8166564025348719
90,50.0,0.1,3,0.39436619718309857,0.3983204024641739
91,50.0,0.5,3,0.539906103286385,0.5102689205322355
92,50.0,1.0,3,0.48826291079812206,0.5154029184992845
93,50.0,5.0,3,0.4225352112676056,0.40198535454757905
94,50.0,10.0,3,0.5305164319248826,0.4922654453830217
95,50.0,50.0,3,0.4507042253521127,0.47506092469583916
96,50.0,0.1,6,0.5915492957746479,0.5411487345673018
97,50.0,0.5,6,0.43661971830985913,0.4321932927643786
98,50.0,1.0,6,0.4413145539906103,0.44001998486667704
99,50.0,5.0,6,0.47417840375586856,0.44840062446468254
100,50.0,10.0,6,0.4835680751173709,0.5242000361901111
101,50.0,50.0,6,0.40375586854460094,0.41749467225324316
102,50.0,0.1,9,0.4507042253521127,0.4951549301708809
103,50.0,0.5,9,0.43661971830985913,0.47384588891326845
104,50.0,1.0,9,0.4131455399061033,0.4443182371720478
105,50.0,5.0,9,0.5258215962441315,0.5091633540503449
106,50.0,10.0,9,0.4788732394366197,0.4912699202230896
107,50.0,50.0,9,0.48826291079812206,0.4759225664975817
108,100.0,0.1,3,0.30985915492957744,0.2321490275073056
109,100.0,0.5,3,0.3615023474178404,0.303635199420759
110,100.0,1.0,3,0.29577464788732394,0.2321735980581696
111,100.0,5.0,3,0.323943661971831,0.26373541610867823
112,100.0,10.0,3,0.3427230046948357,0.2989562474177518
113,100.0,50.0,3,0.3333333333333333,0.2605509298521161
114,100.0,0.1,6,0.3286384976525822,0.27414570197476057
115,100.0,0.5,6,0.3286384976525822,0.23838840000717698
116,100.0,1.0,6,0.3051643192488263,0.24722425851033253
117,100.0,5.0,6,0.323943661971831,0.27552589011297024
118,100.0,10.0,6,0.323943661971831,0.25118051106614936
119,100.0,50.0,6,0.3192488262910798,0.25305948852897964
120,100.0,0.1,9,0.29577464788732394,0.28598632205185426
121,100.0,0.5,9,0.323943661971831,0.30576291438784836
122,100.0,1.0,9,0.30985915492957744,0.24711796555402923
123,100.0,5.0,9,0.3145539906103286,0.238790017224693
124,100.0,10.0,9,0.3286384976525822,0.25421515833700903
125,100.0,50.0,9,0.3004694835680751,0.23621611638325482
