,lamda,beta,p,acc_inL,nmi_inL
38,1.0,1.0,3,0.8215962441314554,0.8316653557298131
39,1.0,5.0,3,0.7793427230046949,0.8049530689802159
40,1.0,10.0,3,0.812206572769953,0.8450112790268454
41,1.0,50.0,3,0.8685446009389671,0.8728486311658529
42,1.0,0.1,6,0.8309859154929577,0.8936940642782571
43,1.0,0.5,6,0.8075117370892019,0.8411991356082413
44,1.0,1.0,6,0.7746478873239436,0.8174205602140131
45,1.0,5.0,6,0.7323943661971831,0.7956132538349464
46,1.0,10.0,6,0.7605633802816901,0.8308784229692123
47,1.0,50.0,6,0.7511737089201878,0.8131100837916748
48,1.0,0.1,9,0.8779342723004695,0.8530093854955554
49,1.0,0.5,9,0.863849765258216,0.8668143306275455
50,1.0,1.0,9,0.7746478873239436,0.8143134391505461
51,1.0,5.0,9,0.8497652582159625,0.8365689887236107
52,1.0,10.0,9,0.7934272300469484,0.837107687018961
53,1.0,50.0,9,0.8169014084507042,0.8449068368035714
54,5.0,0.1,3,0.7511737089201878,0.7842936969597193
55,5.0,0.5,3,0.7934272300469484,0.8706244062472663
56,5.0,1.0,3,0.7276995305164319,0.7871742535185177
57,5.0,5.0,3,0.755868544600939,0.8015049432265013
58,5.0,10.0,3,0.7934272300469484,0.8231365503737704
59,5.0,50.0,3,0.7793427230046949,0.8091779467820726
60,5.0,0.1,6,0.7793427230046949,0.8340210951373341
61,5.0,0.5,6,0.8779342723004695,0.8682095785005166
62,5.0,1.0,6,0.7746478873239436,0.7940142016044918
63,5.0,5.0,6,0.7746478873239436,0.8044031341876574
64,5.0,10.0,6,0.812206572769953,0.8226673817932358
65,5.0,50.0,6,0.7746478873239436,0.798230399759706
66,5.0,0.1,9,0.8779342723004695,0.8592385021817658
67,5.0,0.5,9,0.784037558685446,0.8426272941877713
68,5.0,1.0,9,0.8591549295774648,0.8444943969215499
69,5.0,5.0,9,0.8028169014084507,0.8493434076367389
70,5.0,10.0,9,0.784037558685446,0.8080949602332884
71,5.0,50.0,9,0.812206572769953,0.8268571210285182
72,10.0,0.1,3,0.8215962441314554,0.8243668008743353
73,10.0,0.5,3,0.8169014084507042,0.8547916651908196
74,10.0,1.0,3,0.8450704225352113,0.8210177088006356
75,10.0,5.0,3,0.6713615023474179,0.7624369786740038
76,10.0,10.0,3,0.7934272300469484,0.8154293182457456
77,10.0,50.0,3,0.7230046948356808,0.8184414682581694
78,10.0,0.1,6,0.7136150234741784,0.7320352913539729
79,10.0,0.5,6,0.7276995305164319,0.7833486234152542
80,10.0,1.0,6,0.6854460093896714,0.7531175923575111
81,10.0,5.0,6,0.7511737089201878,0.7750295172749169
82,10.0,10.0,6,0.704225352112676,0.79112066136833
83,10.0,50.0,6,0.7511737089201878,0.7990260928731432
84,10.0,0.1,9,0.6901408450704225,0.7640113371340231
85,10.0,0.5,9,0.6666666666666666,0.7699782648919471
86,10.0,1.0,9,0.8075117370892019,0.8263149024784688
87,10.0,5.0,9,0.7276995305164319,0.7912050635999492
88,10.0,10.0,9,0.7089201877934272,0.7641259200028274
89,10.0,50.0,9,0.784037558685446,0.7704909758690197
90,50.0,0.1,3,0.352112676056338,0.35189362913680333
91,50.0,0.5,3,0.4225352112676056,0.4846334025733876
92,50.0,1.0,3,0.5164319248826291,0.49115817393148986
93,50.0,5.0,3,0.5305164319248826,0.622360635591387
94,50.0,10.0,3,0.4225352112676056,0.4613091575527852
95,50.0,50.0,3,0.431924882629108,0.49981167466601945
96,50.0,0.1,6,0.5117370892018779,0.532503306919523
97,50.0,0.5,6,0.4694835680751174,0.44586220701206825
98,50.0,1.0,6,0.5305164319248826,0.5631183438256828
99,50.0,5.0,6,0.47417840375586856,0.4700159416050213
100,50.0,10.0,6,0.5070422535211268,0.48925356794178765
101,50.0,50.0,6,0.4225352112676056,0.4367626646681694
102,50.0,0.1,9,0.4835680751173709,0.5119324574486315
103,50.0,0.5,9,0.4507042253521127,0.47611664773268825
104,50.0,1.0,9,0.5305164319248826,0.5096958107643335
105,50.0,5.0,9,0.5727699530516432,0.5555034780197243
106,50.0,10.0,9,0.48826291079812206,0.5193840073741165
107,50.0,50.0,9,0.4788732394366197,0.5672471943724657
108,100.0,0.1,3,0.3004694835680751,0.2832009545560381
109,100.0,0.5,3,0.3474178403755869,0.2898350502836912
110,100.0,1.0,3,0.27699530516431925,0.22978645419383054
111,100.0,5.0,3,0.3427230046948357,0.28233456247023314
112,100.0,10.0,3,0.29107981220657275,0.2640702308125184
113,100.0,50.0,3,0.323943661971831,0.295892899406955
114,100.0,0.1,6,0.3427230046948357,0.26094732725463965
115,100.0,0.5,6,0.3145539906103286,0.25499045436266565
116,100.0,1.0,6,0.30985915492957744,0.27808683133368467
117,100.0,5.0,6,0.3004694835680751,0.23360846073967578
118,100.0,10.0,6,0.3333333333333333,0.25266920203690946
119,100.0,50.0,6,0.2863849765258216,0.2217944235691901
120,100.0,0.1,9,0.3286384976525822,0.26573983835368314
121,100.0,0.5,9,0.3145539906103286,0.23538725770888766
122,100.0,1.0,9,0.2535211267605634,0.1953014495740185
123,100.0,5.0,9,0.323943661971831,0.27559629180927053
124,100.0,10.0,9,0.3051643192488263,0.23403712949937017
125,100.0,50.0,9,0.3286384976525822,0.22849588566825135
