,lamda,beta,p,acc_coI,nmi_coI
51,1.0,5.0,9,0.4444444444444444,0.6084604575105645
52,1.0,10.0,9,0.45555555555555555,0.6032404059022101
53,1.0,50.0,9,0.4361111111111111,0.6177243172507174
54,5.0,0.1,3,0.41944444444444445,0.5796544537473681
55,5.0,0.5,3,0.41388888888888886,0.6239360411946754
56,5.0,1.0,3,0.4361111111111111,0.604322941045651
57,5.0,5.0,3,0.3972222222222222,0.5466251096628083
58,5.0,10.0,3,0.42777777777777776,0.5770849422397575
59,5.0,50.0,3,0.4083333333333333,0.5679432085306733
60,5.0,0.1,6,0.4222222222222222,0.6076712553777704
61,5.0,0.5,6,0.5,0.667102835678264
62,5.0,1.0,6,0.45555555555555555,0.6550765790246994
63,5.0,5.0,6,0.5138888888888888,0.6609994496278433
64,5.0,10.0,6,0.46944444444444444,0.656882521545931
65,5.0,50.0,6,0.4361111111111111,0.6418258734161676
66,5.0,0.1,9,0.45,0.6292802032561841
67,5.0,0.5,9,0.46944444444444444,0.6105506702849987
68,5.0,1.0,9,0.4638888888888889,0.6233974070436562
69,5.0,5.0,9,0.4527777777777778,0.6420846270903885
70,5.0,10.0,9,0.4583333333333333,0.6286418158843482
71,5.0,50.0,9,0.4638888888888889,0.617710754876445
72,10.0,0.1,3,0.4027777777777778,0.5708965403710811
73,10.0,0.5,3,0.44166666666666665,0.6240229241474293
74,10.0,1.0,3,0.4305555555555556,0.5995198540129804
75,10.0,5.0,3,0.45555555555555555,0.6202456189395346
76,10.0,10.0,3,0.4444444444444444,0.6085261455148365
77,10.0,50.0,3,0.41388888888888886,0.5902660480093607
78,10.0,0.1,6,0.48055555555555557,0.6633508879713277
79,10.0,0.5,6,0.4666666666666667,0.6619232781324863
80,10.0,1.0,6,0.46111111111111114,0.6541174775363402
81,10.0,5.0,6,0.46111111111111114,0.6602459099193708
82,10.0,10.0,6,0.4583333333333333,0.6639982319137242
83,10.0,50.0,6,0.4583333333333333,0.6544166982779139
84,10.0,0.1,9,0.4888888888888889,0.6222842510631652
85,10.0,0.5,9,0.46111111111111114,0.6177101406692482
86,10.0,1.0,9,0.4666666666666667,0.6190065818822478
87,10.0,5.0,9,0.48055555555555557,0.6239464715927096
88,10.0,10.0,9,0.46111111111111114,0.6017080758264582
89,10.0,50.0,9,0.4777777777777778,0.6127874392333161
90,50.0,0.1,3,0.425,0.6240014834656139
91,50.0,0.5,3,0.4222222222222222,0.5935423176564204
92,50.0,1.0,3,0.4083333333333333,0.6069933187266351
93,50.0,5.0,3,0.4527777777777778,0.645028212969647
94,50.0,10.0,3,0.4444444444444444,0.6139451138530402
95,50.0,50.0,3,0.43333333333333335,0.6354846818442935
96,50.0,0.1,6,0.4666666666666667,0.626994919939478
97,50.0,0.5,6,0.4638888888888889,0.6157383581630012
98,50.0,1.0,6,0.4388888888888889,0.5977469486520928
99,50.0,5.0,6,0.45,0.5994495555139036
100,50.0,10.0,6,0.4527777777777778,0.6007034606814883
101,50.0,50.0,6,0.45555555555555555,0.6128561470392538
102,50.0,0.1,9,0.44722222222222224,0.5943614952310663
103,50.0,0.5,9,0.43333333333333335,0.573279346598749
104,50.0,1.0,9,0.475,0.6076002805417239
105,50.0,5.0,9,0.4583333333333333,0.5797910017923869
106,50.0,10.0,9,0.44166666666666665,0.5777280662087586
107,50.0,50.0,9,0.4444444444444444,0.589967710873168
108,100.0,0.1,3,0.4305555555555556,0.6095884277317181
109,100.0,0.5,3,0.42777777777777776,0.6143631422640801
110,100.0,1.0,3,0.43333333333333335,0.6147500797547285
111,100.0,5.0,3,0.4388888888888889,0.6266722497242293
112,100.0,10.0,3,0.42777777777777776,0.6051875759148339
113,100.0,50.0,3,0.42777777777777776,0.6283651764804301
114,100.0,0.1,6,0.45,0.6053751566794686
115,100.0,0.5,6,0.4666666666666667,0.6148379417783902
116,100.0,1.0,6,0.475,0.6252830264477113
117,100.0,5.0,6,0.44722222222222224,0.6044445899964166
118,100.0,10.0,6,0.4527777777777778,0.5971469892199925
119,100.0,50.0,6,0.4444444444444444,0.60390921968706
120,100.0,0.1,9,0.4527777777777778,0.5970404517726989
121,100.0,0.5,9,0.425,0.5585846747416261
122,100.0,1.0,9,0.44722222222222224,0.5888284848500344
123,100.0,5.0,9,0.45,0.5897747678049902
124,100.0,10.0,9,0.4444444444444444,0.5904874507116451
125,100.0,50.0,9,0.4527777777777778,0.5920814104276059
